,,70-,KL KM KK,,444060,344331,485001090 6301480010,,,,,
,,70~84,"KQ5Series, KL5Series All",,444060,344331,630148001,,,,603178001,
,,71~80,"KM3Series, KL3Series All",,444060,344331,630148001,,446001,,603177080,
,,72-79/09,"KR, KUSeries All",,444028,344062 553282,6071480260,,,,485301080,
,,74~80,KL,,444060,344331,6071480460,,,,,
,,82/07-,FG182/183/184/185/187,,444206,,485001281 485001281A,,,,,
,,,"FG175SA, FG177SA",,446006,,485001730,,,,,
,,,FF,,445046,,485001390 485001390A,,,,,
,,,FF/SG,,445046,,485001940 485001940A,,,,,
,,82/07-,FD174,,444200,,485001291A,,,,,
,TRUCK,63-79/09,"HF Series, HE Series, HG Series, HH Series All (TRACTOR)",,446001,,603177080,,,,,
,,70-75/07,"KB Series, KF Series, ZM Series All (Except KF, ZM300, 702Series, KB322-382)",,446001,,603177080,,,,,
,,70-79/09,"TC, TE, KSSeries All",,446001,,603177080,,,,,
,,71 -79/09,"KF, ZM300, 702Series (KB322-382), HE526",,446005,,485101040A 607148008,,,,,
,,73-86,KJ Series All,,444060,344331,630148001,,,,,
,,74-,KR220,,444028,344062 553282,6071480450,,,,,
,,74-,KR360,,444028,344062,485001010A 6071480260,,,,,
,,79-84,"LB510, BX320",,446010,,485001140 485001140A 607148011,,446012,,485301120,
,,79/09-,ED100 KF,,446005,,485001120 485001210A 485101020A,,,,,
,,79/09-,HE356/366/526,,,,,,447001,,485301140 485301140A,
,,,FH224,,,,,,447005,,485301400 485301400A,
,,,,,446014,,485001410 485001410A,,,,,
,,-89,FD162 SA,,444058,344328,485001800B,,,,,
,,,KK,,444060,344331,6302480010,,,,,
,,79-86,LB520,,444028,,485001160,,,,485301110,
,,,SH273KA,,446016,,485001420 485001420A,,,,,
,,04/02-,"FS1E, FY1E, SS1E (E13C)",,446065,,485003831 485003831A S485003831 S485003831A,,,,,
,,06/01 -,SH1,,446063,,485003730A S485003730A,,,,,
,,06/09-,FD8J,,444309,,S485003430,,,,,
,,97/01 -,"FD2J, GD2J",,444320,,485002220 485002220B S485002220 S485002220B,,,,,
HONDA,CITY,03-,GD6,,,,,,,343381,52610SAA023 52610SAAG02 52610SAAJ020M1 52610SAAJ11 52610SAAN01 52610SELT01 52610SENC02 52611SAAJ02 52611SEL0003 52610SAA0230 52610SAAJ02 52610SAAJ021M1 52610SAAJ110M1 52610SAAN010M1 52610SEMT01 52611SAA013 52611SAAN01,
,LOGO,99/03-,GA3/5,R,,332106,51605S50024 51605S50N01 51605S50G02 51605S50N02,,,343318,52610S50014 52610S50034,52610S50024 52610S50G02
,,,,L,,332107,51606S50024 51606S50N01 51606S50G02 51606S50N02,,,,,
,JAZZ/FIT,01/06-,"GD1/2, 1.3/1.4, 2WD(FF)",R,,333331,51601SAAG02 51601SAAG12 51601SAAJ15 51601SAAJ25 51605SAA033 51605SAAG02,,,343381,52610SAAG02,
,,,,L,,333332,51602SAAG02 51602SAAG12 51602SAAJ15 51602SAAJ25 51606SAA033 51606SAAG02,,,,,
,,01-,GD#,R,,333466,51605SAET02,,,343381,52610SAAG02,
,,,,L,,333467,51606SAET02,,,,,
,,02/10-,"GD1/3, GLI/VTI",R,,333410,51601SAAJ51 51601SAAJ61 51605SAA004 51605SAAJ51 51605SAGC02,,,343381,52610SAAE03 52610SAGC020,
,,,,L,,333411,51602SAAJ51 51602SAAJ61 51606SAA004 51606SAAJ51,,,,,
,,09/01 -,1.2/1.3/1.4 iDSi for Europe,R,,338001,51611TF0G03 51611TF0G030M1 51611TF0G13 51611TF0G23 51611TF0G230M1 51611TG5C02 51611TG5C020M1 51611TG0T03 51611TK6A02 51611TK6A020M1,,,348016,52610TF0G12 52610TF0G120M1 52610TF0J03 52610TF0J030M1 52610TG0T03 52610TG5C02 52610TK6A03 52610TK6A030M1,
,,,,L,,338002,51621TF0G03 51621TG5C02 51621TG5C020M1 51621TG0T03,,,,,
,FIT,03/01 -,GD2.4 for China,R,,333331,51605SENC02,,,343381,52610SENC02,
,,,,L,,333332,51606SENC02,,,,,
,,07-,ALL for USA,R,,333474,51601SLNA03 51601SLNA04 51601SLNA13 51601SLNA14 51605SLNA03 51605SLNA13,,,343487,52610SLNA04 52611SLNA04,
,,,,L,,333475,51602SLNA03 51602SLNA04 51602SLNA13 51602SLNA14 51606SLNA03 51606SLNA13,,,,,
,CIVIC,72/07-75/12,"SB1 (1200) Except RS SE, SG(1500)",,,,51601634003 51601664651 51602634024 51601634024 51602634003,,662008,,52610634003 52610659004 52620634003 52610634024 52611657671 52620634024,
,,75-79,CIVIC SEDAN & HATCHBACK incl. CVCC,R,632018,,51601657671 51601657673 51601659024 51601664651 51605659014 51601657672 51601659014 51601664551 51605659004,R,632021,,52610647670 52610647673 52610657673 52611657672 52611659024 56210657672 52610647672 52610657671 52611657671 52611659014 52611659034 56211659004,
,,,,L,632019,,51602657671 51602657672 51602657673 51602659014 51602659024 51602664651 51606659004 51606659014,L,632022,,52612657671 52612659004 52612659024 52620647670 52620647673 52620657672 52612657672 52612659014 52612659034 52620647672 52620657671 52620657673,
,,78-79,CIVIC SEDAN & HATCHBACK incl. CVCC,R,632018,,51601657671 51601657673 51601659024 51601664651 51605659014 51601657672 51601659014 51601664551 51605659004,,632023,,52610657676 52610677000 52610683621 52611657674 52611683621,
,,,,L,632019,,51601657671 51601657673 51601659024 51601664651 51605659014 51601657672 51601659014 51601664551 51605659004,,,,,
,,79/06-83/08,"SL150, SR100/150/160, SS150/160/170, ST100/150/160/170",,633034,333021,51601SA0923 51602SA0923 51605SA0921 51605SA0925 51606SA0921 51601SA0961 51602SA0961 51605SA0924 51605SA0927,R,633035,333022,52610SA0004 52611SA0004 52611SA0034 52611SA0064,
,,,,,,,,L,633036,333023,52612SA0004 52612SA0034 52612SA0064 52620SA0004,
,,83/09-87/08,"AL/AM-1#0, AG/AJ-1#0, AH/AK-1#0",R,633055,333030,51601SB2024 51601SB2936 51601SB3937 51605SB2014 51605SB2936 51605SB3961 51601SB2934 51601SB2937 51601SB3961 51605SB2024 51605SB3932 51605SB4930,,441054,341050,52610SB2004 52610SB2034 52610SB3014 52611SB3674 52611SB3911 52611SB3922 52611SB3942 52611SB3965 52610SB2024 52610SB2922 52611SB3024 52611SB3901 52611SB3921 52611SB3923 52611SB3964,
,,,,L,633056,333031,51602SB2024 51602SB2936 51602SB3937 51606SB2014 51606SB2936 51606SB3961 51602SB2934 51602SB2937 51602SB3961 51606SB2024 51606SB3932 51606SB4930,,,,,
,,84/09-87/09,AT/AU-1#0,R,633092,,51601SB2982 51601SB2983,,441054,341050,52610SB2922 52611SB3674 52611SB3911 52611SB3922 52611SB3964 52611SB3024 52611SB3901 52611SB3921 52611SB3923 52611SB3965,
,,,,L,633093,,51602SB2982 51602SB2983,,,,,
,,87/07-91/08,EF1/2/3 chassis No. 1001363 EF9,R,,341135,51605SH3024 51605SH3901 51605SH3905 51605SH3N00 51605SH3N04 51605SH3040 51605SH3903 51605SH3K21 51605SH3N03 51605SH3N91,,,341093,52611SH3004 52611SH3010 52611SH3020 52611SH3024 52611SH3K31 52611SH3N91,
,,,,L,,341136,51606SH3024 51606SH3901 51606SH3905 51606SH3N00 51606SH3N04 51606SH3040 51606SH3903 51606SH3K21 51606SH3N03 51606SH3N91,,,,,
